id_en	text_clean	manual_location	manual_type	manual_alternative
en_6876	The math teacher was hungry, but all she had to eat was a piece of pi.	pi	homophonic	pie
en_6880	He was facinated by his new welding job. It was riveting.	riveting	homographic	riveting
en_6885	The young pine sapling was admonished by his father. Apparently he'd been knotty.	knotty	homophonic	naughty
en_6888	I watched a movie about a baby hen, it was a real chick flick.	chick	homographic	chick
en_6895	I do a lot of spreadsheets in the office so you can say I'm excelling at work.	excelling	homophonic	excel
en_6902	We'll never run out of math teachers because they always multiply.	multiply	homographic	multiply
en_6905	Sign on a broken perfume bottle," Out of odor ".	odor	homophonic	order
en_6909	A veterinarian knows how to make a dog heal.	heal	homophonic	heel
en_691	I'm just an ordinary soldier, he admitted privately.	privately	homophonic	private
en_6913	I get my large circumference from too much pi.	pi	homophonic	pie
en_6914	What keeps a dock floating above water? Pier pressure.	pier	homophonic	peer
en_6919	Wanting to buy his girlfriend a gift that she was sure to appreciate, Bugs Bunny decided that something on the order of twenty-four carats would be about right.	carats	homophonic	carrots
en_6922	Dateline London: Eccentric ornithologist travels to foreign land to teach pigeon English.	pigeon	homophonic	pidgin
en_6932	A professor without a pointer may find that his lecture is pointless.	pointless	homographic	pointless
en_695	I heard about this new governing document that says people can only go to the bathroom one per day. It's called the Constipation.	constipation	homophonic	constitution
en_6950	3.142 he enumerated piously.	piously	homophonic	pi
en_6951	The mother kangaroo tried to instill good financial habits in her baby. She told him to pocket all his allowance.	pocket	homographic	pocket
en_6966	The mathematician worked at home because he only functioned in his domain.	domain	homographic	domain
en_6990	Old chemists never die, they just lose their refluxes.	refluxes	homophonic	reflexes
en_6997	A family went to watch a 007 movie at the theatre, it was a bonding experience.	bonding	homophonic	bond
en_6998	The airlines have become so cash-strapped, they charged me for my emotional baggage.	baggage	homographic	baggage
en_7	Can you read music? the bandleader asked notably.	notably	homophonic	note
en_70	If a horse could predict the weather, it would probably say that the weather is stable.	stable	homographic	stable
en_700	Many are content to live in a coal mine and never see the son.	son	homophonic	sun
en_701	Old hairdressers never dye... or cut.	dye	homophonic	die
en_7013	Yesterday a cow saved my life-it was bovine intervention.	bovine	homophonic	divine
en_7020	Photography developers occasionally have serious emulsional problems.	emulsional	homophonic	emotional
en_7024	Piano players are considered to be Baldwin they lose their hair.	baldwin	homophonic	balding
en_703	To become an electrician you have to pass a battery of tests.	battery	homographic	battery
en_7031	The doctor couldn't transfer the organs because he didn't have the guts to do it.	guts	homographic	guts
en_7039	I have a gift for you, he said presently.	presently	homophonic	present
en_7049	On being served an extravagant dessert: "So rich, it has its own tax shelters."	rich	homographic	rich
en_7059	A doctor's mistakes go six feet under; a dentist's cover an acre.	acre	homophonic	ache
en_7064	Some rappers are good but others are Ludacris.	ludacris	homographic	ludacris
en_7067	Jesus did the only extreme world makeover, the flood	makeover	homographic	makeover
en_707	She's a composer who has scores of works to her credit.	scores	homographic	scores
en_7076	May the 4th be with you.	4th	homophonic	force
en_708	Old math profs never die, they just can't differentiate.	differentiate	homographic	differentiate
en_7087	Why didn't the little boy ask the flight attendant for a snack? He didn't have the nuts.	nuts	homographic	nuts
en_7095	Old bathers never die, they just wade away.	wade	homophonic	fade
en_7096	Two banks with different rates have a conflict of interest.	interest	homographic	interest
en_7097	I was struggling to figure out how lightning works then it struck me.	struck	homographic	struck
en_7101	A thief who stole a calendar got twelve months.	got	homographic	got
en_7105	Some business graphs are full of legend.	legend	homographic	legend
en_7108	If gophers become extinct, the hole ecosystem will die.	hole	homophonic	whole
en_7109	Old university presidents never die, they just lose their faculties	faculties	homographic	faculties
en_7117	A lot of trees were dying, but they needed to figure out the root of the problem.	root	homographic	root
en_7125	A boating accident between the yacht, Red Dawn, and the schooner, Blue Lagoon, left the survivors marooned.	marooned	homophonic	maroon
en_7126	Graveyard workers really dig their jobs.	dig	homographic	dig
en_7133	A lovely lady who lost her watch became a timeless beauty.	timeless	homographic	timeless
en_7136	Don't argue with a bomb inventor-he might blow up at you.	blow	homographic	blow
en_7138	Sailors like to seas opportunities.	seas	homophonic	sieze
en_7154	There's a new magnetic steam iron that makes your clothes attractive.	attractive	homographic	attractive
en_7155	French bankers are known for their franc talk.	franc	homophonic	frank
en_7159	When I had my PlayStation stolen, my family were there to console me.	console	homographic	console
en_7165	She was only a Electrician's daughter, but she certainly had good connections.	connections	homographic	connections
en_7167	She was only a Sailor's daughter and how she loved seamen.	seamen	homophonic	see men
en_717	Don't expect to eat something fancy when you're flying because it's plane food.	plane	homophonic	plain
en_7170	All students in Helsinki go to Finnish school.	finnish	homophonic	finishing
en_7172	I was going to buy a book on phobias, but I was afraid it wouldn't help me.		homographic	
en_7173	Underpaid weather forecasters predicted a storm of protest.	storm	homographic	storm
en_7174	Old electricians never die, they just lose their resistance.	resistance	homographic	resistance
en_7180	High on a ladder he saw a beautiful girl below. He fell for her.	fell	homographic	fell
en_7182	Old hockey players never die, they just achieve their final goal.	goal	homographic	goal
en_7187	My fear of planes has taken off.	taken	homographic	taken
en_7191	Old storekeepers never die, they just sale away.	sale	homophonic	sail
en_7194	I'm dying, he croaked.	croaked	homographic	croaked
en_7195	Old accountants never die, they just lose their balance.	balance	homographic	balance
en_7196	When crazy glue was invented lots of people became attached to it.	attached	homographic	attached
en_7202	For the woman who wore size 13, finding shoes that fit was no small feat.	feat	homophonic	feet
en_7205	Conjoined twins aren't the only twins with special connections.	connections	homographic	connections
en_7208	It was the first time she'd seen a live sponge on display, and she really soaked it in.	soaked	homographic	soaked
en_721	The pope, on his 2008 tour in the United States, skipped Mass.	mass	homographic	mass
en_7216	If you work in a forestry company you will probably have to log your time.	log	homographic	log
en_7219	I was the first to climb Mount Everest, he said hilariously.	hilariously	homophonic	hillary
en_7222	The tightrope walker gently took a step at a time and always wore diamond-laced slippers. The spectators always would stare in awe at the tightrope walker's feat.	feat	homophonic	feet
en_7224	Doctor, Doctor I feel like a pair of curtains-Well pull yourself together then. Next.	pull	homographic	pull
en_7227	This is where I keep my arrows, he said quiveringly.	quiveringly	homophonic	quiver
en_723	At the urban renewal site, contractors were simultaneously tearing down and erecting. It was interesting to watch them razing all those buildings.	razing	homophonic	raising
en_7238	Old botanists never die, they're just deflowered.	deflowered	homographic	deflowered
en_7239	I'm waiting to see the doctor, he said patiently.	patiently	homophonic	patient
en_725	My name is Otto. I'm a car mechanic.	otto	homophonic	auto
en_7258	When the waiter told me they were out of corn I said, 'That really shucks.'	shucks	homophonic	sucks
en_7277	Money doesn't grow on sprees.	sprees	homophonic	trees
en_7279	In his free time, my son in college hunts deer and sells the meat. He says the doe helps him with his expenses.	doe	homophonic	dough
en_7282	She was only a Catcher's daughter, but she had many balls bounce off her chin.	balls	homographic	balls
en_7292	She was only a Fruit vendor's daughter, but, my, she had big melons.	melons	homographic	melons
en_7296	Old grocers never die, they just get shelved.	shelved	homographic	shelved
en_731	Galois wanted to assemble his own group.	group	homographic	group
en_7318	A cook made pancakes flippantly.	flippantly	homophonic	flip
en_7319	My friend was fired from his job at the road department for stealing. I have to say I saw it coming. The last time I was at his house all the signs were there.	signs	homographic	signs
en_7332	Guerrilla warfare is more than just throwing a banana.	guerrilla	homophonic	gorilla
en_7345	I can Harley wait to get my motorbike license.	harley	homophonic	hardly
en_7348	There's room for one more, he admitted.	admitted	homophonic	admit
en_7352	A contest held by fire fighters is called a 'match'.	match	homographic	match
en_7365	I'm a Soviet agent in England, he said bluntly.	bluntly	homophonic	blunt
en_7366	You should never drink beyond the pint of no return.	pint	homophonic	point
en_7368	Darwin said he'd have to see what evolved.	evolved	homographic	evolved
en_7374	To plan a graveyard you need a skeleton idea before a detailed plan.	skeleton	homographic	skeleton
en_7382	Waiter, I'll have my bill now.-How did you find your steak, sir?-Oh, I just moved the potato and there it was.	find	homographic	find
en_7383	Doctor, doctor, I keep thinking I'm a billiard ball.-Get back in the queue. Next.	queue	homophonic	cue
en_7384	The bald man decided to consider a hair transplant to rogaine his confidence in looking younger.	rogaine	homophonic	regain
en_7386	The couple grew fruit trees and lived to a ripe old age.	ripe	homographic	ripe
en_7402	Authors can be very PENsive.	pensive	homophonic	pen
en_7406	Cousteau was submerged in his work.	submerged	homographic	submerged
en_7421	My sweet mother got so old she granulated.	granulated	homographic	granulated
en_7432	I noticed that the sun was out, and nobody had bothered to relight it.	out	homographic	out
en_7436	My mate swallowed a cordless vacuum cleaner, they took him to hospital and he is picking up nicely.	picking	homographic	picking
en_7438	What did the nice girl say when her date invited her home to see his stamp collection? 'Philately will get you nowhere'.	philately	homophonic	flattery
en_7444	She was only a Carpenter's daughter, but she knows every vise.	vise	homophonic	vice
en_7454	To teach someone how to build a compass you have to be good at giving directions.	directions	homographic	directions
en_747	The plums for sale dried out, so the profits were pruned.	pruned	homophonic	prune
en_7474	Trophy shops often will give customers floss with their purchase to eliminate plaque problems.	plaque	homographic	plaque
en_7478	If there is a hypocrite between you and the church, he is closer to god than you.	closer	homographic	closer
en_748	Call me a taxi.-OK, you're a taxi.	call	homographic	call
en_7488	In War of the Worlds, humans survived the attack because of their unalienable right to life.	unalienable	homophonic	alien
en_7489	Are you homosexual? he queried gaily.	gaily	homophonic	gay
en_7494	When longshoremen show up late for work they get docked.	docked	homographic	docked
en_7496	The key to changing your performance ability is by tuning out criticism and staying musically octave.	octave	homophonic	active
en_75	The unveiling of the statue was a monumental occasion.	monumental	homophonic	monument
en_7508	The waiter was shocked when I asked for my salad to be served naked. I explained, no dressing please.	dressing	homographic	dressing
en_754	The Vikings landed during thunder and lightning and took the city by storm.	storm	homographic	storm
en_7540	Old bus drivers never die, they just take a turn for the worse.	turn	homographic	turn
en_7547	Old bowlers never die they just end up in the gutter.	gutter	homographic	gutter
en_7554	I dropped a tub of margarine in the kitchen and ended up with a Parkay floor.	parkay	homophonic	parquet
en_7560	Is that pure rump roast? Nothing butt.	butt	homophonic	but
en_7564	A cow that is pampered too much will give spoiled milk.	spoiled	homographic	spoiled
en_7581	He was trying to sell me new windows, but his motivations were transparent.	transparent	homographic	transparent
en_7582	Old gamblers never die, they just get discarded.	discarded	homographic	discarded
en_7593	The manufacturing of t-shirts has really cotton.	cotton	homophonic	caught on
en_7604	Astronauts work in a nice atmosphere.	atmosphere	homographic	atmosphere
en_7608	Airline pilots make many friends in high places.	high	homographic	high
en_761	She even flies her own jet, he leered.	leered	homophonic	leer
en_7611	If you work in a tire factory you have to get rolling every morning.	rolling	homographic	rolling
en_7612	One gruelingly intense month into the year-long diet regimen, the overwhelmed patient concluded she could not stand the weight.	weight	homophonic	wait
en_762	He was almost persuaded to invest in a poultry farm, but chickened out at the last minute.	chickened	homophonic	chicken
en_7636	A bacteria walked into a bar and the bartender said, 'We don't serve bacteria in this place.' The bacteria said, 'But I work here, I'm staph.'	staph	homophonic	staff
en_7637	An electric company is always looking for high energy employees.	energy	homographic	energy
en_7639	There, there, was his pat answer.	pat	homographic	pat
en_7652	The orange squeezer was invented with some juicy information.	juicy	homographic	juicy
en_7655	If you work in a bakery you may have to take on many roles.	roles	homophonic	rolls
en_7658	Old geographers never die, they just become legends.	legends	homographic	legends
en_7673	She was only a Columnist's daughter, but she's always chasing wild roomers.	roomers	homophonic	rumors
en_7680	Fishers often wet their appetite.	wet	homophonic	whet
en_7696	Old geometry teachers never die, they just go off on a tangent.	tangent	homographic	tangent
en_7697	The fish were shy-obviously koi.	koi	homophonic	coy
en_771	I've been to a film festival in the South of France, he said cannily.	cannily	homophonic	cannes
en_7724	She wanted to be a weaver but there were always too many snags.	snags	homographic	snags
en_773	In the winter, some horses are Friesian.	friesian	homophonic	freezing
en_7732	My name is Phillip, I'm a service station attendant.	phillip	homophonic	philips
en_7739	Some people still think that writing long stories is a novel idea.	novel	homographic	novel
en_7740	A politician who had been an astronomer was always saying'no comet '.	comet	homophonic	comment
en_7747	She had two different jobs as a chef which gave her a full plate.	plate	homographic	plate
en_7749	Old doctors never die they just lose their patience.	patience	homophonic	patients
en_7751	My name is Victor, and I'm a winner in everything I do.	victor	homographic	victor
en_7753	Two rites make a wrong where bigamy is concerned.	rites	homophonic	rights
en_7754	He threw jello at his wife, who had him arrested for carrying a congealed weapon.	congealed	homophonic	concealed
en_7757	The fine print is usually a clause for suspicion.	clause	homophonic	cause
en_7759	Old electricians never die, they just lose their spark.	spark	homographic	spark
en_7762	One palm tree said to another 'let's have a date.'	date	homographic	date
en_7766	Exposure to the Son prevents burning	son	homophonic	sun
en_7783	The anesthesiologist's computer has an ethernet connection.	ethernet	homophonic	ether
en_7790	After the lawyer flushed the toilet, it went to the suer.	suer	homophonic	sewer
en_7796	A boy who instinctively waves at people has a natural hi.	hi	homophonic	high
en_7798	Did you hear about that new drug that makes people angry? It's all the rage now.	rage	homographic	rage
en_78	The racers all had shorts on that were too small for them, so it was a tight race.	tight	homographic	tight
en_7801	Rental agents offer quarters for dollars.	quarters	homographic	quarters
en_7804	The All-Pro wide receiver's wedding was a little bit shaky, but his reception was excellent.	reception	homographic	reception
en_7815	Don't get lost in the mist or else you won't have the foggiest idea where you are.	foggiest	homophonic	foggy
en_7817	Computer programs for gambling need beta testing.	beta	homophonic	bet
en_7818	My name is Charity, a televangelist	charity	homographic	charity
en_782	The sailor called his girlfriend's belly ring a naval destroyer.	naval	homophonic	navel
en_7832	The weekend reporter sailed through the newscasts while the anchor was aweigh.	aweigh	homophonic	away
en_7847	When the beekeeper moved into town he created quite a buzz.	buzz	homographic	buzz
en_7852	I was caught studying the periodic table in English class. It was an elementary mistake.	elementary	homophonic	elements
en_7853	Old golfers never die they just putter away.	putter	homographic	putter
en_7854	She was only a Convict's daughter, but she sure knew all of the bars.	bars	homographic	bars
en_7859	I was going to study the work of Sigmund Freud, but I was too Jung to understand it.	jung	homophonic	young
en_7860	Soon after he joined the band, the guitarist was instrumental.	instrumental	homophonic	instrument
en_7866	A waterbed may just be the vinyl resting place.	vinyl	homophonic	final
en_7875	I like elevators they let me say jokes on every level.	level	homographic	level
en_7888	Aliens are lovable because they're so spatial.	spatial	homophonic	space
en_7890	Consult an investment broker, was his stock answer.	stock	homographic	stock
en_7895	When she made Mario Puzo's books required reading for her class, she made him an author they couldn't refuse.	author	homophonic	offer
en_7896	Someone led me to believe that graphite was discovered in Pennsylvania.	led	homophonic	lead
en_79	The astronomer's research project didn't win him the coveted Galaxy Award, but he did receive a constellation prize.	constellation	homophonic	consolation
en_7903	Ms. Earhart's loss to aviation could never be ameliorated.	ameliorated	homophonic	amelia
en_7909	When gossip finally led to the landlady's arrest for murdering her tenants and scattering parts of their bodies around town, her only comment was," Well, that's what comes of spreading roomers."	roomers	homophonic	rumors
en_7936	Patience is a virtue that carries a lot of wait.	wait	homophonic	weight
en_7938	The agreeable tennis umpire was generous to a fault.	fault	homographic	fault
en_7940	My name is Derek. I'm in the oil rig business.	derek	homophonic	derrick
en_7941	The church choir robes were too long and needed to be hymned.	hymned	homophonic	hemmed
en_7946	The designer wondered why his pirate room wasn't perfect, and the judge told him he went a little overboard.	overboard	homographic	overboard
en_795	Follow your knows.	knows	homophonic	nose
en_7950	Drinking a whole bucket of water could make you turn pail.	pail	homophonic	pale
en_7958	The haughty magician had illusions of grandeur.	illusions	homographic	illusions
en_7969	A job circumcising elephants isn't so bad. The base salary is small but the tips are big.	tips	homographic	tips
en_7970	Low carb diets really go against the grain.	grain	homographic	grain
en_7977	If you're a gardener you might call yourself a 'plant manager'.	plant	homographic	plant
en_7985	As soon as the airplane was invented, things were looking up.	up	homographic	up
en_7992	I was fired from my job selling amplifiers. I didn't achieve the sufficient volume of sales.	volume	homographic	volume
en_7994	Two blackberries met. They were both in a jam.	jam	homographic	jam
en_7997	Vines are extremely short-tempered. They snap at the slightest wind.	snap	homographic	snap
en_7998	There was an orchestra conductor who threw tempo tantrums.	tempo	homophonic	temper
en_8004	The chicken crossed the playground to get to the other slide.	slide	homophonic	side
en_8011	Waiter, my bill please.-How did you find your luncheon, sir?-With a magnifying glass.	find	homographic	find
en_8015	Math class is full of drama. There are so many problems to work out.	problems	homographic	problems
en_8020	My cavity wasn't fixed by my regular dentist, but by a guy who was filling in.	filling	homographic	filling
en_8022	My name is Harold. I'm a messenger.	harold	homophonic	herald
en_8023	To kill a circus in one blow, go for the juggler.	juggler	homophonic	jugular
en_8032	Lawyers have to like alcohol because they're always being called to the bar.	bar	homographic	bar
en_8033	What's a wide-angle lens? he asked obtusely.	obtusely	homophonic	obtuse
en_8035	A successful diet is the triumph of mind over platter.	platter	homophonic	matter
en_8038	Two referees went head to head because they had a score to settle.	score	homographic	score
en_8042	Volta was electrified.	electrified	homographic	electrified
en_8051	I'm not sure about Heisenberg, he said uncertainly.	uncertainly	homophonic	uncertainty
en_8058	They threw a party for the inventor of the toaster. And he was toasted.	toasted	homographic	toasted
en_8061	Did you hear about the nervous preacher? He had sweaty psalms.	psalms	homophonic	palms
en_8062	In a recession, the most secure job is garbage-man. Business is always picking up.	picking	homographic	picking
en_807	When I went to the International Club, I accidentally spilled coffee on a Hindu lady's dress. I told her I was very sari.	sari	homophonic	sorry
en_8078	I have been reading Voltaire, he admitted candidly.	candidly	homophonic	candide
en_8085	Old math teachers never die, they just become irrational.	irrational	homographic	irrational
en_8088	He bought lots of pens before starting his new job. He wanted to make his mark.	mark	homographic	mark
en_8093	I used to be afraid of purchasing residential property for the purpose of renting, but now I have an apartment complex.	complex	homographic	complex
en_8098	They were the quietest burglars in the history of New York City. The newspapers called them 'Criminal Mimes.'	mimes	homophonic	minds
en_8115	My name is Emmy, I'm a T. V. star	emmy	homographic	emmy
en_8123	I swallowed some of the glass from that broken window, he said painfully.	painfully	homophonic	pane
en_8135	The Junior NCO had sore wrists. The doctor said it was corporal tunnel syndrome.	corporal	homophonic	carpal
en_815	I really do have a photographic memory. I just haven't developed it yet.	developed	homographic	developed
en_8153	My name is Chuck, I'm a butcher.	chuck	homographic	chuck
en_8154	A high scoring football game can be very offensive.	offensive	homographic	offensive
en_8155	The guilt-ridden shark always has a feeling of remoras.	remoras	homophonic	remorse
en_8156	Greys Anatomy has many humerus remarks.	humerus	homophonic	humorous
en_8159	A husband and wife argued over the weather, but it soon blew over.	blew	homographic	blew
en_8170	She was only a Governor's daughter, but what a state she was in.	state	homographic	state
en_8174	I wondered why the baseball was getting bigger. Then it hit me.	hit	homographic	hit
en_8175	He bought a rope factory to tie into his empire.	tie	homographic	tie
en_8186	A china doll was marked in tiny letters: 'maid in USA'.	maid	homophonic	made
en_8194	I'd tell you a joke about a cow but I always butcher it.	butcher	homographic	butcher
en_8196	Some horses cause their owners a lot of woe.	woe	homophonic	whoa
en_8197	Power corrupts, especially at the electric company.	power	homographic	power
en_820	Can honeybee abuse lead to a sting operation?	sting	homographic	sting
en_8209	One of the tires just blew out, he said sparingly.	sparingly	homophonic	spare
en_821	The fisherman kept bragging about the big fish he caught, but he would not be very pacific about where he caught it.	pacific	homophonic	specific
en_8213	I've struck oil! he gushed.	gushed	homographic	gushed
en_822	When buying a battery you should never have to charge it.	charge	homographic	charge
en_8227	Old divers never die, they just flop.	flop	homographic	flop
en_8233	Reading music makes me crotchety.	crotchety	homophonic	crotchet
en_8239	Tennis players don't marry because Love means Nothing to them.	love	homographic	love
en_8259	It's between my sole and my heel, he said archly.	archly	homophonic	arch
en_826	Old electricians never die, they just lose their potential.	potential	homographic	potential
en_8266	She was only a Cyclist's daughter, but she peddled it all over town.	peddled	homophonic	pedaled
en_8280	Oil executives are always using crude language.	crude	homographic	crude
en_8281	I've caught Moby Dick! he wailed.	wailed	homophonic	whaled
en_8284	If an animal looses its tail it should shop at a retail store.	retail	homophonic	re-tail
en_8292	A reformed arsonist was in confession. He began," Bless me Father for I have singed."	singed	homophonic	sinned
en_8296	Old cheese makers never die, they just lose their whey	whey	homophonic	way
en_8304	We were so poor when I was growing up we couldn't even afford to pay attention.	pay	homographic	pay
en_8315	A train load of paint derailed. Nearby businesses were put in the red.	red	homographic	red
en_8321	Where shall I plant these water lilies? he pondered.	pondered	homophonic	pond
en_8323	Making your own hard liquor is a whiskey business.	whiskey	homophonic	risky
en_8339	When cave men got together they formed clubs.	clubs	homographic	clubs
en_8343	Take a God look at yourself.	god	homophonic	good
en_8344	I can eat one hundred and forty-four, he boasted grossly.	grossly	homophonic	gross
en_8356	After a day of changing her triplet's diapers, the new mother was feeling rather pooped.	pooped	homographic	pooped
en_8359	Old photographers never die, they just lose their focus.	focus	homographic	focus
en_8361	It's a unit of electric current, he said amply.	amply	homophonic	amp
en_8362	Animals are slaughtered for meat at a tender age.	tender	homographic	tender
en_8369	The forecaster was away because he was under the weather.	weather	homographic	weather
en_8373	An unemployed logger is a would worker.	would	homophonic	wood
en_8374	Old cowboys never die, they just get the boot.	boot	homographic	boot
en_8388	A paramedic got a new job as a chauffeur: an ambiance driver.	ambiance	homophonic	ambulance
en_8392	The place that made rubber balls almost went bankrupt, but they bounced back.	bounced	homographic	bounced
en_8393	Old academicians never die, they just lose their faculties	faculties	homographic	faculties
en_8396	Some clockmakers are normal, but others are a little cuckoo.	cuckoo	homographic	cuckoo
en_8400	I had such a bad cold, I thought I was coffin to death.	coffin	homophonic	coughing
en_8402	My name is Rich, A successful investment banker.	rich	homographic	rich
en_8404	Are giraffes good pets or are they too high maintenance?	high	homographic	high
en_8410	I was kicked out of math class for one too many infractions.	infractions	homophonic	fractions
en_8425	The teacher asked a question and the students were all up in arms.	arms	homographic	arms
en_8427	A lawyer asked his dentist to give him a retainer.	retainer	homographic	retainer
en_8442	In equations with square numbers I can never find the root of the problem.	root	homographic	root
en_8451	After he bought his two-year-old a felt pen, he was a marked man.	marked	homographic	marked
en_8452	In the novel, there is an unexpected secret meeting of the lovers. It is a plot tryst.	tryst	homophonic	twist
en_8460	Getting soap in your eyes is no lathering matter.	lathering	homophonic	laughing
en_8463	I had to pay to get into the annual local carnival. But that was the county fare.	fare	homophonic	fair
en_8465	I haven't developed my photographs yet, he said negatively.	negatively	homophonic	negatives
en_8467	You should never take rocks for granite.	granite	homophonic	granted
en_8468	Old statisticians never die, they just get mean.	mean	homographic	mean
en_8471	Old electricians never die they just lose contact.	contact	homographic	contact
en_8472	Old electricians never die, they just keep plugging away.	plugging	homographic	plugging
en_8473	Old sailors never die, they just lose their porpoise.	porpoise	homophonic	purpose
en_853	He gave up playing chess, and went on to a checkered career.	checkered	homophonic	checkers
en_854	He stayed at the auction to the bidder end.	bidder	homophonic	bitter
en_857	The workers at that inn are very unfriendly. They create a hostel environment.	hostel	homophonic	hostile
en_86	My boyfriend and I started to date after he backed his car into mine. We met by accident.	accident	homographic	accident
en_868	The passenger couldn't find where his next flight was, but then he made the connection.	connection	homographic	connection
en_874	Eating uranium makes me feel funny, he said radiantly.	radiantly	homophonic	radiation
en_877	The case against a donut thief was full of holes.	holes	homographic	holes
en_901	I wish I could remember the name of that card game, he said wistfully.	whistfully	homophonic	whist
en_902	They replaced the baseball with an orange to add zest to the game.	zest	homographic	zest
en_91	Old statisticians never die, they just average out.	average	homographic	average
en_913	The inventor of the fahrenheit scale solved the problem by degrees.	degrees	homographic	degrees
en_918	I used to be addicted to soap, but I'm clean now.	clean	homographic	clean
en_920	Bike sales go in cycles.	cycles	homographic	cycles
en_929	She was only a Farmer's daughter, but she was the best little hoer in the county.	hoer	homophonic	hoe
en_935	Our bikinis are exciting. They are simply the tops.	tops	homographic	tops
en_937	My father slept under the bed, I think he was a little potty.	potty	homographic	potty
en_940	I was fighting a Dragon, easier slayed then done.	slayed	homophonic	said
en_959	Be the soul supporter of your children.	soul	homophonic	sole
en_962	You have to fill out many government forms because there are many forms of government.	forms	homographic	forms
en_965	Sea captains have a lot of latitude.	latitude	homographic	latitude
en_968	Last night, I kept dreaming that I had written Lord of the Rings. The wife said I'd been tolkien in my sleep.	tolkien	homophonic	talking
en_99	How does a card player party? They shuffle.	shuffle	homographic	shuffle
