id_en	en	fr	text_fr	text_clean
en_7187	My fear of planes has taken off.	Ma peur des avions a décollé.	Ma peur des avions a décollé.	Ma peur des avions a décollé.
en_7187	My fear of planes has taken off.	Ma peur des avions a pris le vent.	Ma peur des avions a pris le vent.	Ma peur des avions a pris le vent.
en_7187	My fear of planes has taken off.	Ma peur de l'avion s'est envolée.	Ma peur de l'avion s'est envolée.	Ma peur de l'avion s'est envolée.
en_7191	OLD STOREKEEPERS never die, they just sale away.	Les gérant de magasins de meurent jamais, seulement, ils plient boutique.	Les gérant de magasins de meurent jamais, seulement, ils plient boutique.	Les gérant de magasins de meurent jamais, seulement, ils plient boutique.
en_7191	OLD STOREKEEPERS never die, they just sale away.	Les vieux gérants de magasins ne meurent jamais, ils se laissent porter par les ventes.	Les vieux gérants de magasins ne meurent jamais, ils se laissent porter par les ventes.	Les vieux gérants de magasins ne meurent jamais, ils se laissent porter par les ventes.
en_7194	I'm dying, Tom croaked.	"Je meure", dis Tom, crevé.	"Je meure", dis Tom, crevé.	"Je meure", dis Tom, crevé.
en_7194	I'm dying, Tom croaked.	"Ma fin est proche" , dit Toto, la mort dans l'âme	"Ma fin est proche" , dit Toto, la mort dans l'âme	"Ma fin est proche" , dit Toto, la mort dans l'âme
en_7194	I'm dying, Tom croaked.	Je meurs, Tom exhala.	Je meurs, Tom exhala.	Je meurs, Tom exhala.
en_7194	I'm dying, Tom croaked.	"Je suis en train de mourir", expira Tom.	"Je suis en train de mourir", expira Tom.	"Je suis en train de mourir", expira Tom.
en_7194	I'm dying, Tom croaked.	"J'agonise", râla Tom	"J'agonise", râla Tom	"J'agonise", râla Tom
en_7194	I'm dying, Tom croaked.	"Je meurs", exhala Tom.	"Je meurs", exhala Tom.	"Je meurs", exhala Tom.
en_7195	Old accountants never die, they just lose their balance.	Les vieux comptables ne meurent jamais, ils perdent juste leur équilibre.	Les vieux comptables ne meurent jamais, ils perdent juste leur équilibre.	Les vieux comptables ne meurent jamais, ils perdent juste leur équilibre.
en_7196	When crazy glue was invented lots of people became attached to it.	Quand la colle folle a été inventée, beaucoup de gens s'y sont attachés.	Quand la colle folle a été inventée, beaucoup de gens s'y sont attachés.	Quand la colle folle a été inventée, beaucoup de gens s'y sont attachés.
en_7196	When crazy glue was invented lots of people became attached to it.	Quand on a inventé le colle fou, beaucoup de gens se sont attachés.	Quand on a inventé le colle fou, beaucoup de gens se sont attachés.	Quand on a inventé le colle fou, beaucoup de gens se sont attachés.
en_7196	When crazy glue was invented lots of people became attached to it.	Quand la colle folle a été inventée, beaucoup de gens sont devenus attachés à elle.	Quand la colle folle a été inventée, beaucoup de gens sont devenus attachés à elle.	Quand la colle folle a été inventée, beaucoup de gens sont devenus attachés à elle.
en_7196	When crazy glue was invented lots of people became attached to it.	Quand on a inventé la colle, beaucoup de gens se sont attachés à elle.	Quand on a inventé la colle, beaucoup de gens se sont attachés à elle.	Quand on a inventé la colle, beaucoup de gens se sont attachés à elle.
en_7202	For the woman who wore size 13, finding shoes that fit was no small feat.	Pour cette femme qui chaussait du 13, trouver chaussure à son pied, ce n'était vraiment pas le pied.	Pour cette femme qui chaussait du 13, trouver chaussure à son pied, ce n'était vraiment pas le pied.	Pour cette femme qui chaussait du 13, trouver chaussure à son pied, ce n'était vraiment pas le pied.
en_7202	For the woman who wore size 13, finding shoes that fit was no small feat.	Pour celle qui chausse du 46, trouver chaussure à son pied est un problème de taille	Pour celle qui chausse du 46, trouver chaussure à son pied est un problème de taille	Pour celle qui chausse du 46, trouver chaussure à son pied est un problème de taille
en_7202	For the woman who wore size 13, finding shoes that fit was no small feat.	Pour une femme qui fait du 48, trouver un slim n'est pas une mince affaire.	Pour une femme qui fait du 48, trouver un slim n'est pas une mince affaire.	Pour une femme qui fait du 48, trouver un slim n'est pas une mince affaire.
en_7202	For the woman who wore size 13, finding shoes that fit was no small feat.	Pour une femme pointure 47, il n'est pas aisé de trouver chaussure à son pied.	Pour une femme pointure 47, il n'est pas aisé de trouver chaussure à son pied.	Pour une femme pointure 47, il n'est pas aisé de trouver chaussure à son pied.
en_7202	For the woman who wore size 13, finding shoes that fit was no small feat.	Pour cette dame enceinte, trouver une robe à sa taille n'était pas une mince affaire.	Pour cette dame enceinte, trouver une robe à sa taille n'était pas une mince affaire.	Pour cette dame enceinte, trouver une robe à sa taille n'était pas une mince affaire.
en_7202	For the woman who wore size 13, finding shoes that fit was no small feat.	Quand on est une femme qui fait du 48, il faut faire des pieds et des mains pour trouver des chaussures à la bonne taille.	Quand on est une femme qui fait du 48, il faut faire des pieds et des mains pour trouver des chaussures à la bonne taille.	Quand on est une femme qui fait du 48, il faut faire des pieds et des mains pour trouver des chaussures à la bonne taille.
en_7202	For the woman who wore size 13, finding shoes that fit was no small feat.	Pour la dame qui portait des vêtements XXL, s'habiller à sa taille n'était pas une mince affaire.	Pour la dame qui portait des vêtements XXL, s'habiller à sa taille n'était pas une mince affaire.	Pour la dame qui portait des vêtements XXL, s'habiller à sa taille n'était pas une mince affaire.
en_7202	For the woman who wore size 13, finding shoes that fit was no small feat.	Pour une femme qui cherche une taille triple XL, ce n’est pas une mince affaire.	Pour une femme qui cherche une taille triple XL, ce n’est pas une mince affaire.	Pour une femme qui cherche une taille triple XL, ce n’est pas une mince affaire.
en_7202	For the woman who wore size 13, finding shoes that fit was no small feat.	Pour la femme qui chausse du 45 fillette, trouver sa pointure ce n'est pas le pied.	Pour la femme qui chausse du 45 fillette, trouver sa pointure ce n'est pas le pied.	Pour la femme qui chausse du 45 fillette, trouver sa pointure ce n'est pas le pied.
en_7205	Conjoined twins aren't the only twins with special connections.	Les siamois ne sont pas les seuls jumeaux avoir beaucoup de choses en commun.	Les siamois ne sont pas les seuls jumeaux avoir beaucoup de choses en commun.	Les siamois ne sont pas les seuls jumeaux avoir beaucoup de choses en commun.
en_7208	It was the first time she'd seen a live sponge on display, and she really soaked it in.	C'était la première fois qu'elle avait vu une éponge vivante en montre, et elle l'a vraiment absorbée.	C'était la première fois qu'elle avait vu une éponge vivante en montre, et elle l'a vraiment absorbée.	C'était la première fois qu'elle avait vu une éponge vivante en montre, et elle l'a vraiment absorbée.
en_7208	It was the first time she'd seen a live sponge on display, and she really soaked it in.	C'était la première fois qu'elle voyait une éponge vivante en exposition, et elle s'en est vraiment imprégnée.	C'était la première fois qu'elle voyait une éponge vivante en exposition, et elle s'en est vraiment imprégnée.	C'était la première fois qu'elle voyait une éponge vivante en exposition, et elle s'en est vraiment imprégnée.
en_721	The pope, on his 2008 tour in the United States, skipped Mass.	Quand le pape a visité la France, il a manqué la Metz.	Quand le pape a visité la France, il a manqué la Metz.	Quand le pape a visité la France, il a manqué la Metz.
en_721	The pope, on his 2008 tour in the United States, skipped Mass.	Quand il est allé rendre visite au MIT en 2008, le Pape n'a pas célébré la messe en chaussettes.	Quand il est allé rendre visite au MIT en 2008, le Pape n'a pas célébré la messe en chaussettes.	Quand il est allé rendre visite au MIT en 2008, le Pape n'a pas célébré la messe en chaussettes.
en_7216	If you work in a forestry company you will probably have to log your time.	Si vous travaillez dans une fabrique de clous, vous devrez certainement pointer.	Si vous travaillez dans une fabrique de clous, vous devrez certainement pointer.	Si vous travaillez dans une fabrique de clous, vous devrez certainement pointer.
en_7216	If you work in a forestry company you will probably have to log your time.	Si tu veux travailler comme forestier, il va falloir bûcher.	Si tu veux travailler comme forestier, il va falloir bûcher.	Si tu veux travailler comme forestier, il va falloir bûcher.
en_7216	If you work in a forestry company you will probably have to log your time.	Si vous travaillez dans une compagnie forestière, vous devrez certainement bûcher tout le long de la journée.	Si vous travaillez dans une compagnie forestière, vous devrez certainement bûcher tout le long de la journée.	Si vous travaillez dans une compagnie forestière, vous devrez certainement bûcher tout le long de la journée.
en_7216	If you work in a forestry company you will probably have to log your time.	Si tu travailles dans cette entreprise de sylviculture, tu vas voir, pour enregistrer tous ces arbres, va falloir que tu bûches.	Si tu travailles dans cette entreprise de sylviculture, tu vas voir, pour enregistrer tous ces arbres, va falloir que tu bûches.	Si tu travailles dans cette entreprise de sylviculture, tu vas voir, pour enregistrer tous ces arbres, va falloir que tu bûches.
en_7219	''I was the first to climb Mount Everest,'' said Tom hilariously.	Vous savez ce qu'a fait le premier homme à escalader l'Everest quand il est arrivé au sommet ? Il a ri !	Vous savez ce qu'a fait le premier homme à escalader l'Everest quand il est arrivé au sommet ? Il a ri !	Vous savez ce qu'a fait le premier homme à escalader l'Everest quand il est arrivé au sommet ? Il a ri !
en_7219	''I was the first to climb Mount Everest,'' said Tom hilariously.	Quel est le comble pour une colline ? De ne pas réussir à remonter la pente.	Quel est le comble pour une colline ? De ne pas réussir à remonter la pente.	Quel est le comble pour une colline ? De ne pas réussir à remonter la pente.
en_7219	''I was the first to climb Mount Everest,'' said Tom hilariously.	"J'étais le premier à escalader l'Everest", se vanta Toto hillare	"J'étais le premier à escalader l'Everest", se vanta Toto hillare	"J'étais le premier à escalader l'Everest", se vanta Toto hillare
en_7222	The tightrope walker gently took a step at a time and always wore diamond - laced slippers. The spectators always would stare in awe at the tightrope walker's feat.	Cet acrobate portait toujours des costumes cousus de quantité de strass pour que les spectateurs soient éblouis par le spectacle et le trouvent brillant.	Cet acrobate portait toujours des costumes cousus de quantité de strass pour que les spectateurs soient éblouis par le spectacle et le trouvent brillant.	Cet acrobate portait toujours des costumes cousus de quantité de strass pour que les spectateurs soient éblouis par le spectacle et le trouvent brillant.
en_7224	Doctor, Doctor I feel like a pair of curtains - Well pull yourself together then. Next.	Docteur, docteur, j'ai l'impression qu'il devient un rideau ! - Eh bien qu'il la ferme alors !	Docteur, docteur, j'ai l'impression qu'il devient un rideau ! - Eh bien qu'il la ferme alors !	Docteur, docteur, j'ai l'impression qu'il devient un rideau ! - Eh bien qu'il la ferme alors !
en_7227	''This is where I keep my arrows,'' said Tom quiveringly.	"Voilà où je range mes flèches", fit Tom, narquois.	"Voilà où je range mes flèches", fit Tom, narquois.	"Voilà où je range mes flèches", fit Tom, narquois.
en_7227	''This is where I keep my arrows,'' said Tom quiveringly.	"C'est là que je range mes flèches", dit Tom d'un ton carquois.	"C'est là que je range mes flèches", dit Tom d'un ton carquois.	"C'est là que je range mes flèches", dit Tom d'un ton carquois.
en_7227	''This is where I keep my arrows,'' said Tom quiveringly.	C'est là-dedans que je range mes flèches, dit Tom avec un sourire carquois.	C'est là-dedans que je range mes flèches, dit Tom avec un sourire carquois.	C'est là-dedans que je range mes flèches, dit Tom avec un sourire carquois.
en_7227	''This is where I keep my arrows,'' said Tom quiveringly.	"Je ne sais plus où j'ai rangé mes flèches", dit Toto, très empenné	"Je ne sais plus où j'ai rangé mes flèches", dit Toto, très empenné	"Je ne sais plus où j'ai rangé mes flèches", dit Toto, très empenné
en_7227	''This is where I keep my arrows,'' said Tom quiveringly.	"C'est là-dedans que je range mes flèches", dit Tom avec un sourire carquois.	"C'est là-dedans que je range mes flèches", dit Tom avec un sourire carquois.	"C'est là-dedans que je range mes flèches", dit Tom avec un sourire carquois.
en_7227	''This is where I keep my arrows,'' said Tom quiveringly.	C’est là que je range mes flêches décocha-t-il.	C’est là que je range mes flêches décocha-t-il.	C’est là que je range mes flêches décocha-t-il.
en_723	At the urban renewal site, contractors were simultaneously tearing down and erecting. It was interesting to watch them razing all those buildings.	Toutes les personnes étaient présentes pour prévoir la futur destruction de leur maison, c'était littéralement un vide-grenier	Toutes les personnes étaient présentes pour prévoir la futur destruction de leur maison, c'était littéralement un vide-grenier	Toutes les personnes étaient présentes pour prévoir la futur destruction de leur maison, c'était littéralement un vide-grenier
en_723	At the urban renewal site, contractors were simultaneously tearing down and erecting. It was interesting to watch them razing all those buildings.	Je suis allé voir la démolition du vieux salon de coiffure. C'était ébouriffant de les voir raser ce bâtiment.	Je suis allé voir la démolition du vieux salon de coiffure. C'était ébouriffant de les voir raser ce bâtiment.	Je suis allé voir la démolition du vieux salon de coiffure. C'était ébouriffant de les voir raser ce bâtiment.
en_723	At the urban renewal site, contractors were simultaneously tearing down and erecting. It was interesting to watch them razing all those buildings.	Dans le bâtiment, chaque nouvelle construction est le bébé de l'équipe. C'est comme s'ils l'avait élevée eux-même.	Dans le bâtiment, chaque nouvelle construction est le bébé de l'équipe. C'est comme s'ils l'avait élevée eux-même.	Dans le bâtiment, chaque nouvelle construction est le bébé de l'équipe. C'est comme s'ils l'avait élevée eux-même.
en_7238	OLD BOTANISTS never die, they're just deflowered.	Les vieux botanistes ne meurent jamais, ils sont juste en repos végétatif.	Les vieux botanistes ne meurent jamais, ils sont juste en repos végétatif.	Les vieux botanistes ne meurent jamais, ils sont juste en repos végétatif.
en_7238	OLD BOTANISTS never die, they're just deflowered.	Les vieux botanistes ne meurent pas, ils sont seulement déflorés.	Les vieux botanistes ne meurent pas, ils sont seulement déflorés.	Les vieux botanistes ne meurent pas, ils sont seulement déflorés.
en_7238	OLD BOTANISTS never die, they're just deflowered.	Un botaniste, ça ne meurt jamais : c'est défloré, c'est tout	Un botaniste, ça ne meurt jamais : c'est défloré, c'est tout	Un botaniste, ça ne meurt jamais : c'est défloré, c'est tout
en_7238	OLD BOTANISTS never die, they're just deflowered.	Un botaniste ne meurt jamais, seulement, il se flétrit	Un botaniste ne meurt jamais, seulement, il se flétrit	Un botaniste ne meurt jamais, seulement, il se flétrit
en_7239	''I'm waiting to see the doctor,'' said Tom patiently.	Quel est le comble pour un médecin ? De perdre patience.	Quel est le comble pour un médecin ? De perdre patience.	Quel est le comble pour un médecin ? De perdre patience.
en_7239	''I'm waiting to see the doctor,'' said Tom patiently.	"J'attends de voir le docteur", dit Tom d'un air patient.	"J'attends de voir le docteur", dit Tom d'un air patient.	"J'attends de voir le docteur", dit Tom d'un air patient.
en_7239	''I'm waiting to see the doctor,'' said Tom patiently.	J'attends de voir le médecin", dit Tom patiemment.	J'attends de voir le médecin", dit Tom patiemment.	J'attends de voir le médecin", dit Tom patiemment.
en_7239	''I'm waiting to see the doctor,'' said Tom patiently.	"J'attends de voir le docteur," dit Tom patiemment.	"J'attends de voir le docteur," dit Tom patiemment.	"J'attends de voir le docteur," dit Tom patiemment.
en_7239	''I'm waiting to see the doctor,'' said Tom patiently.	"J'attends de voir le docteur ", dit Toto, patient.	"J'attends de voir le docteur ", dit Toto, patient.	"J'attends de voir le docteur ", dit Toto, patient.
en_7239	''I'm waiting to see the doctor,'' said Tom patiently.	Quel est le comble quand on attend son médecin ? De ne pas être patient.	Quel est le comble quand on attend son médecin ? De ne pas être patient.	Quel est le comble quand on attend son médecin ? De ne pas être patient.
en_7239	''I'm waiting to see the doctor,'' said Tom patiently.	J'attends le docteur dit Toto, impatient	J'attends le docteur dit Toto, impatient	J'attends le docteur dit Toto, impatient
en_725	My name is Otto. I'm a car mechanic.	Je m'appelle Otto, je suis mécanicien de voiture.	Je m'appelle Otto, je suis mécanicien de voiture.	Je m'appelle Otto, je suis mécanicien de voiture.
en_725	My name is Otto. I'm a car mechanic.	Mon nom est Otto. Je suis mécanicien de voiture.	Mon nom est Otto. Je suis mécanicien de voiture.	Mon nom est Otto. Je suis mécanicien de voiture.
en_725	My name is Otto. I'm a car mechanic.	Je m'appelle Otto. Je suis mécanicien automobile.	Je m'appelle Otto. Je suis mécanicien automobile.	Je m'appelle Otto. Je suis mécanicien automobile.
en_7258	When the waiter told me they were out of corn I said, 'That really shucks.'	Quand le serveur m'a dit qu'il n'avaient plus de maïs, j'ai répondu: "ah non, j'en ai maïs à la fin"	Quand le serveur m'a dit qu'il n'avaient plus de maïs, j'ai répondu: "ah non, j'en ai maïs à la fin"	Quand le serveur m'a dit qu'il n'avaient plus de maïs, j'ai répondu: "ah non, j'en ai maïs à la fin"
en_7258	When the waiter told me they were out of corn I said, 'That really shucks.'	Le serveur l'a informé qu'il n'y avait plus de soupe et il a répondu « Wow, je n'ai vraiment pas de bol ! »	Le serveur l'a informé qu'il n'y avait plus de soupe et il a répondu « Wow, je n'ai vraiment pas de bol ! »	Le serveur l'a informé qu'il n'y avait plus de soupe et il a répondu « Wow, je n'ai vraiment pas de bol ! »
en_7258	When the waiter told me they were out of corn I said, 'That really shucks.'	Quand le serveur m'a annoncé qu'ils n'avaient plus de maïs, j'ai cru que j'allais éclater de rage.	Quand le serveur m'a annoncé qu'ils n'avaient plus de maïs, j'ai cru que j'allais éclater de rage.	Quand le serveur m'a annoncé qu'ils n'avaient plus de maïs, j'ai cru que j'allais éclater de rage.
en_7277	Money doesn't grow on sprees.	L'argent ne grandit pas sur les bourreaux.	L'argent ne grandit pas sur les bourreaux.	L'argent ne grandit pas sur les bourreaux.
en_7279	In his free time, my son in college hunts deer and sells the meat. He says the doe helps him with his expenses.	Pendant son temps libre, mon fils étudiant chasse le daim pour vendre la viande. L'argent récolté lui cerf à couvrir ses dépenses.	Pendant son temps libre, mon fils étudiant chasse le daim pour vendre la viande. L'argent récolté lui cerf à couvrir ses dépenses.	Pendant son temps libre, mon fils étudiant chasse le daim pour vendre la viande. L'argent récolté lui cerf à couvrir ses dépenses.
en_7279	In his free time, my son in college hunts deer and sells the meat. He says the doe helps him with his expenses.	Pendant son temps libre, mon fils part à la chasse, puis découpe et vend le gibier. C'est pour gagner du rognon.	Pendant son temps libre, mon fils part à la chasse, puis découpe et vend le gibier. C'est pour gagner du rognon.	Pendant son temps libre, mon fils part à la chasse, puis découpe et vend le gibier. C'est pour gagner du rognon.
en_7279	In his free time, my son in college hunts deer and sells the meat. He says the doe helps him with his expenses.	Pendant son temps libre, mon fils plante des herbes aromatiques. Il dit qu'il a besoin d'oseille pour financer ses études.	Pendant son temps libre, mon fils plante des herbes aromatiques. Il dit qu'il a besoin d'oseille pour financer ses études.	Pendant son temps libre, mon fils plante des herbes aromatiques. Il dit qu'il a besoin d'oseille pour financer ses études.
en_7279	In his free time, my son in college hunts deer and sells the meat. He says the doe helps him with his expenses.	Pendant son temps libre, mon fils, qui est à l’université, chasse le cerf et vend sa viande. Et venaison au fait, dit-il, que ça lui permet d’acheter ses cibiches.	Pendant son temps libre, mon fils, qui est à l’université, chasse le cerf et vend sa viande. Et venaison au fait, dit-il, que ça lui permet d’acheter ses cibiches.	Pendant son temps libre, mon fils, qui est à l’université, chasse le cerf et vend sa viande. Et venaison au fait, dit-il, que ça lui permet d’acheter ses cibiches.
en_7282	She was only a Catcher's daughter, but she had many balls bounce off her chin.	Son père était catcheur. Elle savait retourner les situations à son avantage.	Son père était catcheur. Elle savait retourner les situations à son avantage.	Son père était catcheur. Elle savait retourner les situations à son avantage.
en_7282	She was only a Catcher's daughter, but she had many balls bounce off her chin.	Elle était la fille d'un catcheur, elle avait appris à lutter pour vivre.	Elle était la fille d'un catcheur, elle avait appris à lutter pour vivre.	Elle était la fille d'un catcheur, elle avait appris à lutter pour vivre.
en_7292	She was only a Fruit vendor's daughter, but, my, she had big melons.	Elle n'était que la fille du vendeur de fruits, mais, je crois, elle avait des gros melons.	Elle n'était que la fille du vendeur de fruits, mais, je crois, elle avait des gros melons.	Elle n'était que la fille du vendeur de fruits, mais, je crois, elle avait des gros melons.
en_7292	She was only a Fruit vendor's daughter, but, my, she had big melons.	Elle n'était que la fille d'un vendeur de fruits, mais elle avait de gros melons.	Elle n'était que la fille d'un vendeur de fruits, mais elle avait de gros melons.	Elle n'était que la fille d'un vendeur de fruits, mais elle avait de gros melons.
en_7292	She was only a Fruit vendor's daughter, but, my, she had big melons.	La fille du primeur en a gros sur la patate.	La fille du primeur en a gros sur la patate.	La fille du primeur en a gros sur la patate.
en_7292	She was only a Fruit vendor's daughter, but, my, she had big melons.	Elle n'était que la fille d'un vendeur de fruits, mais, mon Dieu, elle avait de gros melons.	Elle n'était que la fille d'un vendeur de fruits, mais, mon Dieu, elle avait de gros melons.	Elle n'était que la fille d'un vendeur de fruits, mais, mon Dieu, elle avait de gros melons.
en_7296	OLD GROCERS never die, they just get shelved.	Les caissiers ne peuvent pas mourir, ils en connaissent tout un rayon.	Les caissiers ne peuvent pas mourir, ils en connaissent tout un rayon.	Les caissiers ne peuvent pas mourir, ils en connaissent tout un rayon.
en_731	Galois wanted to assemble his own group.	Galois voulait rassembler son propre groupe.	Galois voulait rassembler son propre groupe.	Galois voulait rassembler son propre groupe.
en_731	Galois wanted to assemble his own group.	Galois voulait assembler son propre groupe.	Galois voulait assembler son propre groupe.	Galois voulait assembler son propre groupe.
en_7318	A cook made pancakes flippantly.	Un cuisinier faisait des crêpes de manière alaitchante.	Un cuisinier faisait des crêpes de manière alaitchante.	Un cuisinier faisait des crêpes de manière alaitchante.
en_7318	A cook made pancakes flippantly.	Le cuisinier faisait sauter les crêpes en sucret.	Le cuisinier faisait sauter les crêpes en sucret.	Le cuisinier faisait sauter les crêpes en sucret.
en_7318	A cook made pancakes flippantly.	Le cuisinier a préparé des crêpes. J'en étais tout retourné.	Le cuisinier a préparé des crêpes. J'en étais tout retourné.	Le cuisinier a préparé des crêpes. J'en étais tout retourné.
en_7318	A cook made pancakes flippantly.	On pensait la crêpe trop cuite mais elle retourna rapidement la situation.	On pensait la crêpe trop cuite mais elle retourna rapidement la situation.	On pensait la crêpe trop cuite mais elle retourna rapidement la situation.
en_7318	A cook made pancakes flippantly.	Une cuisinière faisait des crêpes à la volée.	Une cuisinière faisait des crêpes à la volée.	Une cuisinière faisait des crêpes à la volée.
en_7319	My friend was fired from his job at the road department for stealing. I have to say I saw it coming. The last time I was at his house all the signs were there.	Mon ami s'est fait viré pour vol de panneau. J'avoue que je l'avais vu venir. Tous les signes avant coureur étaient dans sa maison.	Mon ami s'est fait viré pour vol de panneau. J'avoue que je l'avais vu venir. Tous les signes avant coureur étaient dans sa maison.	Mon ami s'est fait viré pour vol de panneau. J'avoue que je l'avais vu venir. Tous les signes avant coureur étaient dans sa maison.
en_7332	Guerrilla warfare is more than just throwing a banana.	Les gorilléros se sont fait bananer.	Les gorilléros se sont fait bananer.	Les gorilléros se sont fait bananer.
en_7332	Guerrilla warfare is more than just throwing a banana.	Ce n'est pas en jetant des bananes qu'on mène une Guorrilla!	Ce n'est pas en jetant des bananes qu'on mène une Guorrilla!	Ce n'est pas en jetant des bananes qu'on mène une Guorrilla!
en_7345	I can Harley wait to get my motorbike license.	J'ai trop hâte d'Harley chercher ma moto au garage.	J'ai trop hâte d'Harley chercher ma moto au garage.	J'ai trop hâte d'Harley chercher ma moto au garage.
en_7348	''There's room for one more,'' Tom admitted.	" Entrez, entrez ! Il reste des places. ", sortit Paul tout de go.	" Entrez, entrez ! Il reste des places. ", sortit Paul tout de go.	" Entrez, entrez ! Il reste des places. ", sortit Paul tout de go.
en_7348	''There's room for one more,'' Tom admitted.	" Il y a de la place pour un de plus ", admit Tom.	" Il y a de la place pour un de plus ", admit Tom.	" Il y a de la place pour un de plus ", admit Tom.
en_7348	''There's room for one more,'' Tom admitted.	Je ne pourrais pas organiser ma fête sans lui. S’enquit Paul.	Je ne pourrais pas organiser ma fête sans lui. S’enquit Paul.	Je ne pourrais pas organiser ma fête sans lui. S’enquit Paul.
en_7348	''There's room for one more,'' Tom admitted.	"Il nous reste une place", a admis Tom.	"Il nous reste une place", a admis Tom.	"Il nous reste une place", a admis Tom.
en_7348	''There's room for one more,'' Tom admitted.	"Il y a place pour plus d'Huns." Admit Tom.	"Il y a place pour plus d'Huns." Admit Tom.	"Il y a place pour plus d'Huns." Admit Tom.
en_7348	''There's room for one more,'' Tom admitted.	"Il y a assez de place pour une nouvelle personne", laissa passer Tom.	"Il y a assez de place pour une nouvelle personne", laissa passer Tom.	"Il y a assez de place pour une nouvelle personne", laissa passer Tom.
en_7348	''There's room for one more,'' Tom admitted.	Tom l'admit : "il reste assez de place pour un de plus"	Tom l'admit : "il reste assez de place pour un de plus"	Tom l'admit : "il reste assez de place pour un de plus"
en_7348	''There's room for one more,'' Tom admitted.	"Il y a encore une place", admit Tom	"Il y a encore une place", admit Tom	"Il y a encore une place", admit Tom
en_7348	''There's room for one more,'' Tom admitted.	"On a de la place pour un de plus", admit Tom.	"On a de la place pour un de plus", admit Tom.	"On a de la place pour un de plus", admit Tom.
en_7348	''There's room for one more,'' Tom admitted.	‘’ Il y a de la place pour un de plus’’ admit Tom.	‘’ Il y a de la place pour un de plus’’ admit Tom.	‘’ Il y a de la place pour un de plus’’ admit Tom.
en_7348	''There's room for one more,'' Tom admitted.	"Il y a encore de la place pour faire entrer une personne", admit Tom, le visage fermé.	"Il y a encore de la place pour faire entrer une personne", admit Tom, le visage fermé.	"Il y a encore de la place pour faire entrer une personne", admit Tom, le visage fermé.
en_7348	''There's room for one more,'' Tom admitted.	"On doit pouvoir faire de la place pour deux", admit Tom.	"On doit pouvoir faire de la place pour deux", admit Tom.	"On doit pouvoir faire de la place pour deux", admit Tom.
en_7348	''There's room for one more,'' Tom admitted.	"Il y a de la place pour tout le monde", dit Toto en se pliant en quatre.	"Il y a de la place pour tout le monde", dit Toto en se pliant en quatre.	"Il y a de la place pour tout le monde", dit Toto en se pliant en quatre.
en_7348	''There's room for one more,'' Tom admitted.	"Il y a encore de la place pour faire entrer une personne", admit Tom en se refermant comme une huître.	"Il y a encore de la place pour faire entrer une personne", admit Tom en se refermant comme une huître.	"Il y a encore de la place pour faire entrer une personne", admit Tom en se refermant comme une huître.
en_7348	''There's room for one more,'' Tom admitted.	Il y a une place pour un candidat supplémentaire, admit le jury.	Il y a une place pour un candidat supplémentaire, admit le jury.	Il y a une place pour un candidat supplémentaire, admit le jury.
en_7348	''There's room for one more,'' Tom admitted.	" Il y a de la place pour un de plus ", céda Tom.	" Il y a de la place pour un de plus ", céda Tom.	" Il y a de la place pour un de plus ", céda Tom.
en_7348	''There's room for one more,'' Tom admitted.	" On peut en mettre un en plus ", ajouta Tom.	" On peut en mettre un en plus ", ajouta Tom.	" On peut en mettre un en plus ", ajouta Tom.
en_7348	''There's room for one more,'' Tom admitted.	"Il reste de la place pour une personne", Tom admit.	"Il reste de la place pour une personne", Tom admit.	"Il reste de la place pour une personne", Tom admit.
en_7352	A contest held by fire fighters is called a 'match'.	Pour lancer une course de pompiers, on dit: "à vos marques... Prêts? FEU!"	Pour lancer une course de pompiers, on dit: "à vos marques... Prêts? FEU!"	Pour lancer une course de pompiers, on dit: "à vos marques... Prêts? FEU!"
en_7352	A contest held by fire fighters is called a 'match'.	Une compétition entre idiots s'appelle un "conbat".	Une compétition entre idiots s'appelle un "conbat".	Une compétition entre idiots s'appelle un "conbat".
en_7352	A contest held by fire fighters is called a 'match'.	Les pompiers ont organisé un spectacle, la salle était en feu.	Les pompiers ont organisé un spectacle, la salle était en feu.	Les pompiers ont organisé un spectacle, la salle était en feu.
en_7352	A contest held by fire fighters is called a 'match'.	Au match annuel des pompiers, ils ont vraiment mis le feu !	Au match annuel des pompiers, ils ont vraiment mis le feu !	Au match annuel des pompiers, ils ont vraiment mis le feu !
en_7352	A contest held by fire fighters is called a 'match'.	Si des férus de poker se battent, c’est une mise à mort.	Si des férus de poker se battent, c’est une mise à mort.	Si des férus de poker se battent, c’est une mise à mort.
en_7352	A contest held by fire fighters is called a 'match'.	Un concours entre pompiers s'appelle "une compé-tison"	Un concours entre pompiers s'appelle "une compé-tison"	Un concours entre pompiers s'appelle "une compé-tison"
en_7352	A contest held by fire fighters is called a 'match'.	Une compétition entre pompiers, ça fait des étincelles.	Une compétition entre pompiers, ça fait des étincelles.	Une compétition entre pompiers, ça fait des étincelles.
en_7352	A contest held by fire fighters is called a 'match'.	Quand deux pompiers ont un coup de foudre, on parle d'une étincelle.	Quand deux pompiers ont un coup de foudre, on parle d'une étincelle.	Quand deux pompiers ont un coup de foudre, on parle d'une étincelle.
